__v,_id,ano,centroCusto,classeCusto,revisao,valMeses
0,6425a08c6ca19ec00a6ce0ce,2023,C0042BLAES,5200201001,a,"[3076.81,3076.81,3076.81,3076.81,3076.81,3076.81,3076.81,3076.81,3076.81,3076.81,3076.81,3076.81]"
0,6425a08c6ca19ec00a6ce0cf,2023,C0042BLJUR,5200201001,a,"[9162.46,9162.46,9162.46,9162.46,9162.46,9162.46,9162.46,9162.46,9162.46,9162.46,9162.46,9162.46]"
0,6425a08c6ca19ec00a6ce0d0,2023,C0042BLPLM,5200201001,a,"[9391.93,9391.93,9391.93,9391.93,9391.93,9391.93,9391.93,9391.93,9391.93,9391.93,9391.93,9391.93]"
0,6425a08c6ca19ec00a6ce0d1,2023,C0042BLREP,5200201001,a,"[13952.92,13952.92,13952.92,13952.92,13952.92,13952.92,13952.92,13952.92,13952.92,13952.92,13952.92,13952.92]"
0,6425a08c6ca19ec00a6ce0d2,2023,C0042BLREP,5200208009,a,"[121,121,121,121,121,121,121,121,121,121,121,121]"
0,6425a08c6ca19ec00a6ce0d3,2023,C0042BLRHU,5200201001,a,"[10209.89,10209.89,10209.89,10209.89,10209.89,10209.89,10209.89,10209.89,10209.89,10209.89,10209.89,10209.89]"
0,6425a08c6ca19ec00a6ce0d4,2023,C0042BLRHU,5200208009,a,"[134,134,134,134,134,134,134,134,134,134,134,134]"
0,6425a08c6ca19ec00a6ce0d5,2023,C0042COAES,5200201001,a,"[12962,12962,12962,16021.380000000001,16021.380000000001,16021.380000000001,16021.380000000001,16021.380000000001,16021.380000000001,16021.380000000001,16021.380000000001,16021.380000000001]"
0,6425a08c6ca19ec00a6ce0d6,2023,C0042COAES,5200208009,a,"[794,794,794,1021,1021,1021,1021,1021,1021,1021,1021,1021]"
0,6425a08c6ca19ec00a6ce0d7,2023,C0042COAPD,5200201001,a,"[12846.26,12846.26,12846.26,12846.26,12846.26,12846.26,12846.26,12846.26,12846.26,12846.26,12846.26,12846.26]"
0,6425a08c6ca19ec00a6ce0d8,2023,C0042COAPD,5200208009,a,"[5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039]"
0,6425a08c6ca19ec00a6ce0d9,2023,C0042COAUD,5200201001,a,"[35680,35680,35680,35680,35680,35680,35680,35680,35680,35680,35680,35680]"
0,6425a08c6ca19ec00a6ce0da,2023,C0042COAUD,5200208009,a,"[710,710,710,710,710,710,710,710,710,710,710,710]"
0,6425a08c6ca19ec00a6ce0db,2023,C0042COCAF,5200504030,a,"[8500,8500,8500,8500,8500,8500,8500,8500,8500,8500,8500,8500]"
0,6425a08c6ca19ec00a6ce0dc,2023,C0042COCAF,5200206003,a,"[8500,8500,8500,8500,8500,8500,8500,8500,8500,8500,8500,8500]"
0,6425a08c6ca19ec00a6ce0dd,2023,C0042COCAR,5200201001,a,"[36084.66,36084.66,36084.66,36084.66,36084.66,36084.66,36084.66,36084.66,36084.66,36084.66,36084.66,36084.66]"
0,6425a08c6ca19ec00a6ce0de,2023,C0042COCAR,5200208009,a,"[950,950,950,950,950,950,950,950,950,950,950,950]"
0,6425a08c6ca19ec00a6ce0df,2023,C0042COCFI,5200201001,a,"[45164.15,45164.15,45164.15,45164.15,45164.15,45164.15,45164.15,45164.15,45164.15,45164.15,45164.15,45164.15]"
0,6425a08c6ca19ec00a6ce0e0,2023,C0042COCFI,5200208009,a,"[1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415]"
0,6425a08c6ca19ec00a6ce0e1,2023,C0042COCFS,5200206003,a,"[12112.650000000001,12112.650000000001,12112.650000000001,12112.650000000001,12112.650000000001,12112.650000000001,12112.650000000001,12112.650000000001,12112.650000000001,12112.650000000001,12112.650000000001,12112.650000000001]"
0,6425a08c6ca19ec00a6ce0e2,2023,C0042COCOB,5200201001,a,"[24102.170000000002,24102.170000000002,24102.170000000002,26261.59,26261.59,26261.59,26261.59,26261.59,26261.59,26261.59,26261.59,26261.59]"
0,6425a08c6ca19ec00a6ce0e3,2023,C0042COCOB,5200208009,a,"[1002,1002,1002,1283,1283,1283,1283,1283,1283,1283,1283,1283]"
0,6425a08c6ca19ec00a6ce0e4,2023,C0042COCRE,5200201001,a,"[32136.78,32136.78,32136.78,35436.78,35436.78,35436.78,35436.78,35436.78,35436.78,35436.78,35436.78,35436.78]"
0,6425a08c6ca19ec00a6ce0e5,2023,C0042COCRE,5200208009,a,"[682,682,682,894,894,894,894,894,894,894,894,894]"
0,6425a08c6ca19ec00a6ce0e6,2023,C0042COCSL,5200504030,a,"[9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000]"
0,6425a08c6ca19ec00a6ce0e7,2023,C0042COCSL,5200206003,a,"[261000,261000,261000,261000,261000,261000,261000,261000,261000,261000,261000,261000]"
0,6425a08c6ca19ec00a6ce0e8,2023,C0042COCTB,5200201001,a,"[17164.17,17164.17,17164.17,17164.17,17164.17,17164.17,17164.17,17164.17,17164.17,17164.17,17164.17,17164.17]"
0,6425a08c6ca19ec00a6ce0e9,2023,C0042CODIF,5200206003,a,"[32736,32736,32736,32736,32736,32736,32736,32736,32736,32736,32736,32736]"
0,6425a08c6ca19ec00a6ce0ea,2023,C0042CODRH,5200206003,a,"[32260,32260,32260,32260,32260,32260,32260,32260,32260,32260,32260,32260]"
0,6425a08c6ca19ec00a6ce0eb,2023,C0042CODTE,5200201001,a,"[4798.48,4798.48,4798.48,4798.48,4798.48,4798.48,4798.48,4798.48,4798.48,4798.48,4798.48,4798.48]"
0,6425a08c6ca19ec00a6ce0ec,2023,C0042CODTE,5200504030,a,"[122000,122000,122000,122000,122000,122000,122000,122000,122000,122000,122000,122000]"
0,6425a08c6ca19ec00a6ce0ed,2023,C0042CODTE,5200208007,a,"[2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000]"
0,6425a08c6ca19ec00a6ce0ee,2023,C0042CODTE,5200208009,a,"[290,290,290,290,290,290,290,290,290,290,290,290]"
0,6425a08c6ca19ec00a6ce0ef,2023,C0042COFLH,5200201001,a,"[0,0,0,18415.71,18415.71,18415.71,18415.71,18415.71,18415.71,18415.71,18415.71,18415.71]"
0,6425a08c6ca19ec00a6ce0f0,2023,C0042COFLH,5200504030,a,"[0,0,0,15527.61,15527.61,15527.61,15527.61,15527.61,15527.61,15527.61,15527.61,15527.61]"
0,6425a08c6ca19ec00a6ce0f1,2023,C0042COGCB,5200201001,a,"[25563.7,25563.7,25563.7,25563.7,25563.7,25563.7,25563.7,25563.7,25563.7,25563.7,25563.7,25563.7]"
0,6425a08c6ca19ec00a6ce0f2,2023,C0042COGCB,5200208009,a,"[316,316,316,316,316,316,316,316,316,316,316,316]"
0,6425a08c6ca19ec00a6ce0f3,2023,C0042COGEC,5200201001,a,"[28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000]"
0,6425a08c6ca19ec00a6ce0f4,2023,C0042COGGC,5200201001,a,"[51965.13,51965.13,51965.13,57265.13,57265.13,57265.13,57265.13,57265.13,57265.13,57265.13,57265.13,57265.13]"
0,6425a08c6ca19ec00a6ce0f5,2023,C0042COGGC,5200208009,a,"[0,0,0,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce0f6,2023,C0042COGPR,5200201001,a,"[15366.07,15366.07,15366.07,15366.07,15366.07,15366.07,15366.07,15366.07,15366.07,15366.07,15366.07,15366.07]"
0,6425a08c6ca19ec00a6ce0f7,2023,C0042COIFR,5200201001,a,"[41213.81999999999,41213.81999999999,41213.81999999999,41213.81999999999,41213.81999999999,41213.81999999999,41213.81999999999,41213.81999999999,41213.81999999999,41213.81999999999,41213.81999999999,41213.81999999999]"
0,6425a08c6ca19ec00a6ce0f8,2023,C0042COIFR,5200208009,a,"[414,414,414,414,414,414,414,414,414,414,414,414]"
0,6425a08c6ca19ec00a6ce0f9,2023,C0042COJCG,5200201001,a,"[39150.67,39150.67,39150.67,39150.67,39150.67,39150.67,39150.67,39150.67,39150.67,39150.67,39150.67,39150.67]"
0,6425a08c6ca19ec00a6ce0fa,2023,C0042COJSO,5200201001,a,"[42659.49,42659.49,42659.49,42659.49,42659.49,42659.49,42659.49,42659.49,42659.49,42659.49,42659.49,42659.49]"
0,6425a08c6ca19ec00a6ce0fb,2023,C0042COJSO,5200208009,a,"[523,523,523,523,523,523,523,523,523,523,523,523]"
0,6425a08c6ca19ec00a6ce0fc,2023,C0042COJUB,5200201001,a,"[9120,9120,9120,9120,9120,9120,9120,9120,9120,9120,9120,9120]"
0,6425a08c6ca19ec00a6ce0fd,2023,C0042COJUB,5200208009,a,"[619,619,619,619,619,619,619,619,619,619,619,619]"
0,6425a08c6ca19ec00a6ce0fe,2023,C0042COJUC,5200201001,a,"[6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500]"
0,6425a08c6ca19ec00a6ce0ff,2023,C0042COMON,5200201001,a,"[26435.97,26435.97,26435.97,26435.97,26435.97,26435.97,26435.97,26435.97,26435.97,26435.97,26435.97,26435.97]"
0,6425a08c6ca19ec00a6ce100,2023,C0042COMPR,5200201001,a,"[0,0,0,149676.51,149676.51,149676.51,149676.51,149676.51,149676.51,149676.51,149676.51,149676.51]"
0,6425a08c6ca19ec00a6ce101,2023,C0042COPCG,5200201001,a,"[19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000]"
0,6425a08c6ca19ec00a6ce102,2023,C0042COPLE,5200206003,a,"[39420,39420,39420,39420,39420,39420,39420,39420,39420,39420,39420,39420]"
0,6425a08c6ca19ec00a6ce103,2023,C0042COPRE,5200201001,a,"[1900.42,1900.42,1900.42,1900.42,1900.42,1900.42,1900.42,1900.42,1900.42,1900.42,1900.42,1900.42]"
0,6425a08c6ca19ec00a6ce104,2023,C0042CORCI,5200201001,a,"[29300,29300,29300,40300,40300,40300,40300,40300,40300,40300,40300,40300]"
0,6425a08c6ca19ec00a6ce105,2023,C0042CORCI,5200208009,a,"[0,0,0,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce106,2023,C0042COREB,5200201001,a,"[34015.25,34015.25,34015.25,32781.34,32781.34,32781.34,32781.34,32781.34,32781.34,32781.34,32781.34,32781.34]"
0,6425a08c6ca19ec00a6ce107,2023,C0042COREB,5200208009,a,"[479,479,479,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce108,2023,C0042COREP,5200201001,a,"[14615.04,14615.04,14615.04,29210.38,29210.38,29210.38,29210.38,29210.38,29210.38,29210.38,29210.38,29210.38]"
0,6425a08c6ca19ec00a6ce109,2023,C0042COREP,5200208009,a,"[1456,1456,1456,1660,1660,1660,1660,1660,1660,1660,1660,1660]"
0,6425a08c6ca19ec00a6ce10a,2023,C0042COREV,5200201001,a,"[10000,10000,10000,12909.93,12909.93,12909.93,12909.93,12909.93,12909.93,12909.93,12909.93,12909.93]"
0,6425a08c6ca19ec00a6ce10b,2023,C0042COREV,5200208009,a,"[0,0,0,479,479,479,479,479,479,479,479,479]"
0,6425a08c6ca19ec00a6ce10c,2023,C0042CORPA,5200201001,a,"[0,0,0,29463.08,29463.08,29463.08,29463.08,29463.08,29463.08,29463.08,29463.08,29463.08]"
0,6425a08c6ca19ec00a6ce10d,2023,C0042CORPA,5200208009,a,"[0,0,0,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce10e,2023,C0042COSAP,5200504030,a,"[55015,55015,55015,55015,55015,55015,55015,55015,55015,55015,55015,55015]"
0,6425a08c6ca19ec00a6ce10f,2023,C0042COSIS,5200201001,a,"[119970.07,119970.07,119970.07,208340.52000000002,208340.52000000002,208340.52000000002,208340.52000000002,208340.52000000002,208340.52000000002,208340.52000000002,208340.52000000002,208340.52000000002]"
0,6425a08c6ca19ec00a6ce110,2023,C0042COSIS,5200504030,a,"[58990.91,58990.91,58990.91,43463.3,43463.3,43463.3,43463.3,43463.3,43463.3,43463.3,43463.3,43463.3]"
0,6425a08c6ca19ec00a6ce111,2023,C0042COSIS,5200208009,a,"[0,0,0,952,952,952,952,952,952,952,952,952]"
0,6425a08c6ca19ec00a6ce112,2023,C0042COSNR,5200201001,a,"[32687.68,32687.68,32687.68,32687.68,32687.68,32687.68,32687.68,32687.68,32687.68,32687.68,32687.68,32687.68]"
0,6425a08c6ca19ec00a6ce113,2023,C0042COSNR,5200504030,a,"[43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000]"
0,6425a08c6ca19ec00a6ce114,2023,C0042COSTP,5200201001,a,"[57107.969999999994,57107.969999999994,57107.969999999994,57107.969999999994,57107.969999999994,57107.969999999994,57107.969999999994,57107.969999999994,57107.969999999994,57107.969999999994,57107.969999999994,57107.969999999994]"
0,6425a08c6ca19ec00a6ce115,2023,C0042COSTP,5200208009,a,"[814,814,814,814,814,814,814,814,814,814,814,814]"
0,6425a08c6ca19ec00a6ce116,2023,C0042COTES,5200201001,a,"[58270.03,58270.03,58270.03,58270.03,58270.03,58270.03,58270.03,58270.03,58270.03,58270.03,58270.03,58270.03]"
0,6425a08c6ca19ec00a6ce117,2023,C0042CSABH,5200201001,a,"[5211.09,5211.09,5211.09,5211.09,5211.09,5211.09,5211.09,5211.09,5211.09,5211.09,5211.09,5211.09]"
0,6425a08c6ca19ec00a6ce118,2023,C0042CSABH,5200208009,a,"[87,87,87,87,87,87,87,87,87,87,87,87]"
0,6425a08c6ca19ec00a6ce119,2023,C0042DIRVL,5200206003,a,"[40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000]"
0,6425a08c6ca19ec00a6ce11a,2023,C0042EQCOC,5200201001,a,"[11051.95,11051.95,11051.95,11051.95,11051.95,11051.95,11051.95,11051.95,11051.95,11051.95,11051.95,11051.95]"
0,6425a08c6ca19ec00a6ce11b,2023,C0042EQINL,5200201001,a,"[37394.28,37394.28,37394.28,37394.28,37394.28,37394.28,37394.28,37394.28,37394.28,37394.28,37394.28,37394.28]"
0,6425a08c6ca19ec00a6ce11c,2023,C0042EQINL,5200208009,a,"[292,292,292,292,292,292,292,292,292,292,292,292]"
0,6425a08c6ca19ec00a6ce11d,2023,C0042EQPDL,5200201001,a,"[37400,37400,37400,37400,37400,37400,37400,37400,37400,37400,37400,37400]"
0,6425a08c6ca19ec00a6ce11e,2023,C0042EQPDL,5200208009,a,"[418,418,418,418,418,418,418,418,418,418,418,418]"
0,6425a08c6ca19ec00a6ce11f,2023,C0042EQPDV,5200201001,a,"[26474.08,26474.08,26474.08,26474.08,26474.08,26474.08,26474.08,26474.08,26474.08,26474.08,26474.08,26474.08]"
0,6425a08c6ca19ec00a6ce120,2023,C0042EQPDV,5200208009,a,"[655,655,655,655,655,655,655,655,655,655,655,655]"
0,6425a08c6ca19ec00a6ce121,2023,C0042EQRHU,5200201001,a,"[53429.08,53429.08,53429.08,53429.08,53429.08,53429.08,53429.08,53429.08,53429.08,53429.08,53429.08,53429.08]"
0,6425a08c6ca19ec00a6ce122,2023,C0042EQRHU,5200208009,a,"[714,714,714,714,714,714,714,714,714,714,714,714]"
0,6425a08c6ca19ec00a6ce123,2023,C0042EQSEC,5200201001,a,"[26420.04,26420.04,26420.04,26420.04,26420.04,26420.04,26420.04,26420.04,26420.04,26420.04,26420.04,26420.04]"
0,6425a08c6ca19ec00a6ce124,2023,C0042ESTAG,5200208007,a,"[88500,88500,88500,86500,86500,86500,86500,86500,86500,86500,86500,86500]"
0,6425a08c6ca19ec00a6ce125,2023,C0042ESTAG,5200208009,a,"[15195,15195,15195,14905,14905,14905,14905,14905,14905,14905,14905,14905]"
0,6425a08c6ca19ec00a6ce126,2023,C0042GEMKT,5200201001,a,"[24680.02,24680.02,24680.02,24680.02,24680.02,24680.02,24680.02,24680.02,24680.02,24680.02,24680.02,24680.02]"
0,6425a08c6ca19ec00a6ce127,2023,C0042GESTI,5200201001,a,"[0,0,0,18000,18000,18000,18000,18000,18000,18000,18000,18000]"
0,6425a08c6ca19ec00a6ce128,2023,C0042GESTI,5200504030,a,"[0,0,0,21500,21500,21500,21500,21500,21500,21500,21500,21500]"
0,6425a08c6ca19ec00a6ce129,2023,C0042GRREP,5200201001,a,"[21500,21500,21500,21500,21500,21500,21500,21500,21500,21500,21500,21500]"
0,6425a08c6ca19ec00a6ce12a,2023,C0042ITAMB,5200201001,a,"[12699.28,12699.28,12699.28,12699.28,12699.28,12699.28,12699.28,12699.28,12699.28,12699.28,12699.28,12699.28]"
0,6425a08c6ca19ec00a6ce12b,2023,C0042ITAMB,5200208009,a,"[275,275,275,275,275,275,275,275,275,275,275,275]"
0,6425a08c6ca19ec00a6ce12c,2023,C0042NENNE,5200206003,a,"[39420,39420,39420,39420,39420,39420,39420,39420,39420,39420,39420,39420]"
0,6425a08c6ca19ec00a6ce12d,2023,C0042PEREP,5200201001,a,"[0,0,0,13505.17,13505.17,13505.17,13505.17,13505.17,13505.17,13505.17,13505.17,13505.17]"
0,6425a08c6ca19ec00a6ce12e,2023,C0042PEREP,5200208009,a,"[0,0,0,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce12f,2023,C0042RHCOR,5200201001,a,"[23326,23326,23326,23326,23326,23326,23326,23326,23326,23326,23326,23326]"
0,6425a08c6ca19ec00a6ce130,2023,C0042SLJUR,5200201001,a,"[2582.86,2582.86,2582.86,2582.86,2582.86,2582.86,2582.86,2582.86,2582.86,2582.86,2582.86,2582.86]"
0,6425a08c6ca19ec00a6ce131,2023,C0042SLREP,5200201001,a,"[8825.5,8825.5,8825.5,8825.5,8825.5,8825.5,8825.5,8825.5,8825.5,8825.5,8825.5,8825.5]"
0,6425a08c6ca19ec00a6ce132,2023,C0042SLRHU,5200201001,a,"[3569.18,3569.18,3569.18,3569.18,3569.18,3569.18,3569.18,3569.18,3569.18,3569.18,3569.18,3569.18]"
0,6425a08c6ca19ec00a6ce133,2023,C0042SOCMD,5200201001,a,"[4192.3,4192.3,4192.3,4192.3,4192.3,4192.3,4192.3,4192.3,4192.3,4192.3,4192.3,4192.3]"
0,6425a08c6ca19ec00a6ce134,2023,C0042SPAGI,5200201001,a,"[87042.8,87042.8,87042.8,87042.8,87042.8,87042.8,87042.8,87042.8,87042.8,87042.8,87042.8,87042.8]"
0,6425a08c6ca19ec00a6ce135,2023,C0042SPCNS,5200201001,a,"[1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877]"
0,6425a08c6ca19ec00a6ce136,2023,C0042SPCNS,5200208009,a,"[355,355,355,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce137,2023,C0042SPCOC,5200201001,a,"[32206.09,32206.09,32206.09,35707.29,35707.29,35707.29,35707.29,35707.29,35707.29,35707.29,35707.29,35707.29]"
0,6425a08c6ca19ec00a6ce138,2023,C0042SPCOC,5200208009,a,"[140,140,140,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce139,2023,C0042SPCRP,5200201001,a,"[46479.35,46479.35,46479.35,49279.35,49279.35,49279.35,49279.35,49279.35,49279.35,49279.35,49279.35,49279.35]"
0,6425a08c6ca19ec00a6ce13a,2023,C0042SPCRP,5200208009,a,"[4533,4533,4533,4888,4888,4888,4888,4888,4888,4888,4888,4888]"
0,6425a08c6ca19ec00a6ce13b,2023,C0042SPDEN,5200504030,a,"[30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000]"
0,6425a08c6ca19ec00a6ce13c,2023,C0042SPDPA,5200201001,a,"[12882.27,12882.27,12882.27,12882.27,12882.27,12882.27,12882.27,12882.27,12882.27,12882.27,12882.27,12882.27]"
0,6425a08c6ca19ec00a6ce13d,2023,C0042SPESG,5200201001,a,"[30516.17,30516.17,30516.17,30516.17,30516.17,30516.17,30516.17,30516.17,30516.17,30516.17,30516.17,30516.17]"
0,6425a08c6ca19ec00a6ce13e,2023,C0042SPIMM,5200201001,a,"[26489.66,26489.66,26489.66,26489.66,26489.66,26489.66,26489.66,26489.66,26489.66,26489.66,26489.66,26489.66]"
0,6425a08c6ca19ec00a6ce13f,2023,C0042SPIMM,5200208009,a,"[355,355,355,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce140,2023,C0042SPINA,5200201001,a,"[37470.12,37470.12,37470.12,37470.12,37470.12,37470.12,37470.12,37470.12,37470.12,37470.12,37470.12,37470.12]"
0,6425a08c6ca19ec00a6ce141,2023,C0042SPINA,5200208009,a,"[290,290,290,290,290,290,290,290,290,290,290,290]"
0,6425a08c6ca19ec00a6ce142,2023,C0042SPINB,5200201001,a,"[18748.68,18748.68,18748.68,18748.68,18748.68,18748.68,18748.68,18748.68,18748.68,18748.68,18748.68,18748.68]"
0,6425a08c6ca19ec00a6ce143,2023,C0042SPIND,5200201001,a,"[61718.5,61718.5,61718.5,65218.5,65218.5,65218.5,65218.5,65218.5,65218.5,65218.5,65218.5,65218.5]"
0,6425a08c6ca19ec00a6ce144,2023,C0042SPIND,5200208009,a,"[359,359,359,714,714,714,714,714,714,714,714,714]"
0,6425a08c6ca19ec00a6ce145,2023,C0042SPINT,5200201001,a,"[21298.43,21298.43,21298.43,21298.43,21298.43,21298.43,21298.43,21298.43,21298.43,21298.43,21298.43,21298.43]"
0,6425a08c6ca19ec00a6ce146,2023,C0042SPINT,5200208009,a,"[1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576]"
0,6425a08c6ca19ec00a6ce147,2023,C0042SPINU,5200201001,a,"[47893.64,47893.64,47893.64,52093.64,52093.64,52093.64,52093.64,52093.64,52093.64,52093.64,52093.64,52093.64]"
0,6425a08c6ca19ec00a6ce148,2023,C0042SPINU,5200208009,a,"[355,355,355,710,710,710,710,710,710,710,710,710]"
0,6425a08c6ca19ec00a6ce149,2023,C0042SPINV,5200201001,a,"[26087.17,26087.17,26087.17,26087.17,26087.17,26087.17,26087.17,26087.17,26087.17,26087.17,26087.17,26087.17]"
0,6425a08c6ca19ec00a6ce14a,2023,C0042SPJCG,5200201001,a,"[13700,13700,13700,12120,12120,12120,12120,12120,12120,12120,12120,12120]"
0,6425a08c6ca19ec00a6ce14b,2023,C0042SPJCG,5200208009,a,"[355,355,355,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce14c,2023,C0042SPJIM,5200201001,a,"[56211.670000000006,56211.670000000006,56211.670000000006,56211.670000000006,56211.670000000006,56211.670000000006,56211.670000000006,56211.670000000006,56211.670000000006,56211.670000000006,56211.670000000006,56211.670000000006]"
0,6425a08c6ca19ec00a6ce14d,2023,C0042SPJIM,5200504030,a,"[26503.09,26503.09,26503.09,26503.09,26503.09,26503.09,26503.09,26503.09,26503.09,26503.09,26503.09,26503.09]"
0,6425a08c6ca19ec00a6ce14e,2023,C0042SPJUC,5200201001,a,"[12144.17,12144.17,12144.17,12144.17,12144.17,12144.17,12144.17,12144.17,12144.17,12144.17,12144.17,12144.17]"
0,6425a08c6ca19ec00a6ce14f,2023,C0042SPLGZ,5200201001,a,"[82370.77,82370.77,82370.77,82370.77,82370.77,82370.77,82370.77,82370.77,82370.77,82370.77,82370.77,82370.77]"
0,6425a08c6ca19ec00a6ce150,2023,C0042SPLGZ,5200208009,a,"[564,564,564,564,564,564,564,564,564,564,564,564]"
0,6425a08c6ca19ec00a6ce151,2023,C0042SPMCM,5200201001,a,"[59497.82,59497.82,59497.82,59497.82,59497.82,59497.82,59497.82,59497.82,59497.82,59497.82,59497.82,59497.82]"
0,6425a08c6ca19ec00a6ce152,2023,C0042SPMCM,5200208009,a,"[321,321,321,321,321,321,321,321,321,321,321,321]"
0,6425a08c6ca19ec00a6ce153,2023,C0042SPMKC,5200201001,a,"[33592.369999999995,33592.369999999995,33592.369999999995,40252.37,40252.37,40252.37,40252.37,40252.37,40252.37,40252.37,40252.37,40252.37]"
0,6425a08c6ca19ec00a6ce154,2023,C0042SPMKC,5200208009,a,"[0,0,0,355,355,355,355,355,355,355,355,355]"
0,6425a08c6ca19ec00a6ce155,2023,C0042SPOTE,5200201001,a,"[41111.51,41111.51,41111.51,41111.51,41111.51,41111.51,41111.51,41111.51,41111.51,41111.51,41111.51,41111.51]"
0,6425a08c6ca19ec00a6ce156,2023,C0042SPOTE,5200208009,a,"[56,56,56,56,56,56,56,56,56,56,56,56]"
0,6425a08c6ca19ec00a6ce157,2023,C0042SPOTT,5200201001,a,"[26666.11,26666.11,26666.11,26666.11,26666.11,26666.11,26666.11,26666.11,26666.11,26666.11,26666.11,26666.11]"
0,6425a08c6ca19ec00a6ce158,2023,C0042SPOTT,5200208009,a,"[1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020]"
0,6425a08c6ca19ec00a6ce159,2023,C0042SPPRC,5200201001,a,"[87827.67000000001,87827.67000000001,87827.67000000001,98147.67000000001,98147.67000000001,98147.67000000001,98147.67000000001,98147.67000000001,98147.67000000001,98147.67000000001,98147.67000000001,98147.67000000001]"
